battery_id,filename,capacity,ambient_temperature,voltage_mean,voltage_min,voltage_std,current_mean,current_std,current_min,temp_mean,temp_max,temp_std,duration,voltage_load_mean,voltage_load_min
B0047,00073.csv,1.2139857189070042,4,3.3945066004903923,2.495109477398993,0.2911781957099523,-0.9236824517720293,0.2567295399461265,-0.9975908962365796,8.437149776270967,11.863547747838409,1.524747805604928,4866.25,2.6291120689655174,0.0
B0047,00075.csv,1.2173435064564189,4,3.39192930556013,2.4851956352139384,0.29730080273069137,-0.9289085100178415,0.2479875090487207,-0.9986484518139436,8.429621946088576,12.460832791038596,1.6301961387761608,4836.125,2.6514927536231885,0.0
B0047,00077.csv,1.2073445944515917,4,3.39128980672992,2.4873308484835266,0.2956687497396356,-0.9282275865985665,0.2489078118478761,-0.9987472813404836,8.46306110156025,12.213639136225725,1.509982028554672,4801.485,2.6206198830409355,0.0
B0047,00079.csv,1.18804049227045,4,3.3932667889977304,2.488620645344286,0.2939777155020008,-0.9244391789678553,0.25527477857424213,-0.9988826270225112,8.459204966688853,11.534784991217848,1.462355055667061,4760.938,2.5852603550295856,0.0
B0047,00081.csv,1.186304749886542,4,3.3838600818009588,2.476969143594387,0.3005802222087621,-0.9270544586298616,0.25101873516241113,-0.9976143324063644,8.493224799915222,12.42977502748968,1.6147074318660823,4740.907,2.6387559523809525,0.0
B0047,00085.csv,1.2613935471028506,4,3.3866520851320576,2.4790054948940434,0.28520649212551585,-0.9460868598841972,0.21452297405787984,-0.9986321522662404,8.466232868159803,12.428323073625249,1.6043052434681127,4914.532,2.6717492795389046,0.0
B0047,00089.csv,1.2648246158850653,4,3.402095154295076,2.479600589435018,0.2941328972469752,-0.9356871602351079,0.23519098155727214,-0.9975353876339268,8.553128334903379,12.48741336421358,1.571735858356798,4998.656,2.702798866855524,0.0
B0047,00091.csv,1.2466494548982199,4,3.404625504614091,2.46837363838224,0.29374453740395234,-0.9401469539731849,0.2268940347339568,-1.0005201322759871,8.342818484380935,11.343734065329729,1.438376591966568,4890.015,2.7267391304347828,0.0
B0047,00093.csv,1.2333924152795082,4,3.3977378433240313,2.497016493627855,0.29693102237121016,-0.9395699773936357,0.22788519245968336,-0.9990584594637684,8.481468325698998,12.641653349352346,1.5775566092669466,4842.11,2.687302052785924,0.0
B0047,00095.csv,1.2129250072037692,4,3.39454078926717,2.4751740867556524,0.29848916985174334,-0.9358360923749524,0.23500972226549793,-0.9979572313546616,8.425193812256257,11.969937687736325,1.585032996928324,4798.281,2.703047477744807,0.0
B0047,00097.csv,1.1999106597943647,4,3.397135252361952,2.499811739255094,0.2929721642196722,-0.9347239037948782,0.23655267165917002,-0.9985176632293312,8.471726206300676,11.438399477589398,1.4523750299269633,4739.188,2.6273584337349396,0.0
B0047,00101.csv,1.1902559038393383,4,3.384557786350807,2.494550023378076,0.2962492148423545,-0.9317054169779714,0.2422403218363401,-0.9982543809866457,8.510483818712029,12.144441411939049,1.5909407233371344,4733.156,2.612616314199396,0.0
B0047,00103.csv,1.1892563795455853,4,3.38207924956575,2.477337702429082,0.3031467551292844,-0.9431234654151266,0.2210569521803255,-1.0001312935854785,8.530222967717657,12.67224284322037,1.5689710724497279,4670.61,2.6670337423312884,0.0
B0047,00105.csv,1.167069685125939,4,3.3808097620789024,2.478325379623597,0.3021249876075177,-0.9364521415339061,0.2337010477888509,-0.9979392762794396,8.420605358837513,11.984785271459067,1.570391060848863,4635.0,2.6453498452012383,0.0
B0047,00107.csv,1.1615348403090369,4,3.382026759648077,2.494831087986124,0.29850258207289426,-0.9330135422416266,0.24032611518862582,-0.999100265494274,8.51215713252602,12.101959002780742,1.6367594621116863,4615.86,2.6223520249221184,0.0
B0047,00109.csv,1.1555563844349988,4,3.376424700878435,2.495678140540268,0.3021460285814578,-0.9354455085688509,0.2355963534375664,-1.0171989370447034,8.54602737861718,12.396974763839234,1.6409126553227105,4580.75,2.6231383647798743,0.0
B0047,00113.csv,1.1488524666097713,4,3.3729563491800936,2.4729308126474736,0.29562510262087255,-0.9350017140200774,0.23640771280261816,-0.9986136164374132,8.4485741292899,11.455115215105929,1.5689347030540084,4557.406,2.673943037974684,0.0
B0047,00115.csv,1.143572986788779,4,3.378642488252421,2.494578415325497,0.29418015914094303,-0.9345624675488318,0.23737812232379688,-0.9974310644719284,8.334392904335672,11.39345446641458,1.604703964831763,4524.032000000007,2.616594249201278,0.0
B0047,00117.csv,1.1418015379428537,4,3.370172138170829,2.492546798627854,0.30414143067161803,-0.9405823229183861,0.22588613939033644,-0.9979515372361276,8.548983420432004,12.6352725981059,1.6677482986521526,4502.938,2.638308681672026,0.0
B0047,00119.csv,1.136058647502255,4,3.367920943746027,2.4752083843332136,0.3062974841373293,-0.940166082376245,0.2267170894522368,-0.9976588428393416,8.545644001542279,12.45444631401429,1.6366433648622325,4483.094,2.621229773462783,0.0
B0047,00121.csv,1.1236364680969286,4,3.3731133787458676,2.4974098896142385,0.3016104750586932,-0.9385550163357156,0.22966915864031245,-0.9980113940759702,8.530684068571667,12.18400994607025,1.6388203559268888,4448.36,2.68458803986711,0.0
B0047,00125.csv,1.1320498900328944,4,3.3570684734893477,2.470530852621601,0.30531212724431117,-0.9458548848985765,0.21495570482077583,-0.9999712649338626,8.5880890540764,12.849012968534735,1.6630980677767486,4440.531,2.622786885245902,0.0
B0047,00127.csv,1.1170101762158153,4,3.3691516897861753,2.4800604125308974,0.30039352347676973,-0.9389122330771017,0.22889493172857928,-0.9974683513415104,8.520717953543993,11.44307926801482,1.5189213651728342,4416.547,2.6270726072607262,0.0
B0047,00129.csv,1.120043039721982,4,3.3578225461504885,2.482310382215253,0.30656051360266495,-0.9483861774789661,0.20976839206152106,-0.998613125908309,8.509426489984776,12.895633770945397,1.7680183972095733,4382.937,2.63421,0.0
B0047,00131.csv,1.1059773445917063,4,3.3676285575809373,2.499914991218416,0.29586612019047187,-0.9414049088928775,0.22442590227740364,-1.000314056557349,8.454153696786289,11.573902587010837,1.5821094479941349,4347.453,2.591973063973064,0.0
B0047,00133.csv,0.0,4,3.449492446913663,2.994695135525109,0.22568155537384008,-0.9867055393374604,0.08960900476023077,-0.9976532128149662,8.047459499367323,10.553052640742196,1.1893410017044603,3581.188,2.8578734693877554,0.0
B0047,00137.csv,1.1907902374762016,4,3.372493003925355,2.47468810834507,0.2925374912287002,-0.9331169601303769,0.23957458384935962,-0.9989815716960124,8.476574571858773,11.984288635557064,1.6623794599400001,4746.5,2.6096904024767804,0.0
B0047,00141.csv,1.2012387088454022,4,3.382136756328252,2.4936019875098454,0.3006286854042768,-0.9478477265636571,0.21080243893717954,-0.997917941666946,8.567006275916873,12.836265571184011,1.651733294958525,4679.156,2.6484056603773585,0.0
B0047,00143.csv,1.1906909549024802,4,3.383822718764627,2.4794043785439617,0.3043651285209073,-0.956443523785203,0.1911769096972139,-0.9980570526982784,8.607327084258758,12.655987301395294,1.624138148304985,4596.578,2.704830128205128,0.0
B0047,00145.csv,1.1764375730308343,4,3.3860339727551585,2.495823360233662,0.29798085644120026,-0.9528668500629852,0.19997155885200238,-1.0010833967174453,8.707959029152644,12.20963360823446,1.5859599244379567,4544.641,2.659957792207792,0.0
B0047,00147.csv,1.1628110372792353,4,3.3841395923852935,2.4834980820953168,0.3029498146255402,-0.9523529313575727,0.2004708697045603,-0.9969202436286994,9.003534328496398,12.780134013784457,1.6102410398892526,4526.938,2.684781045751634,0.0
B0047,00149.csv,1.1516152840582585,4,3.3827771801616184,2.4920392941768497,0.30129986469807096,-0.9518066439769568,0.20145528266983814,-0.997543073671386,9.02852617906244,12.658108002877777,1.5920982541182707,4487.438,2.669247524752475,0.0
B0047,00153.csv,1.1583673498348623,4,3.364536091766799,2.488243242390158,0.2953175587183015,-0.9517057744990748,0.20104472563134193,-0.9975286494682144,9.027729535660669,13.24936801902594,1.6985015853934284,4513.312,2.6417236842105267,0.0
B0047,00157.csv,1.1692285288386206,4,3.3787603150369994,2.498187334581169,0.2995009216878313,-0.9457722537487265,0.21430530493640423,-1.006932903094604,9.071608131387514,13.102537521023756,1.6706514060243647,4568.438,2.679918566775244,0.0
B0047,00159.csv,1.1588148476218465,4,3.38042492580436,2.4982213366801296,0.3031999134492264,-0.9517682668620395,0.20166054745187945,-0.9983451614477944,9.050284055951,13.019156020970016,1.64196450980134,4499.656,2.7381059602649005,0.0
B0047,00161.csv,1.1439588147705457,4,3.3757552328187086,2.4715997205282143,0.305448188744772,-0.9577750037054298,0.1878394071811764,-0.9976242692758268,8.986064263951343,12.612257184300963,1.6062675327711111,4430.984,2.6421683501683497,0.0
B0047,00163.csv,1.1383941068159398,4,3.3744651760728988,2.4972991957929973,0.30432388030517943,-0.9541869981546398,0.19641372726719414,-0.99985435313252,9.036875447987502,12.968805846071126,1.651260706781361,4411.141,2.676586440677966,0.0
B0047,00165.csv,0.0,4,3.6287077311529012,3.427057522273196,0.14915465210923756,-0.9792035664803379,0.12245843381625332,-0.9971825301175916,7.698431744424151,9.05446951177611,0.9098688642951008,1991.531,3.7859546564885496,0.0
B0047,00169.csv,1.2213102850395667,4,3.3850807989789566,2.475863858583421,0.29476447574968107,-0.9269695970852067,0.24969369445325132,-0.9974759876799106,9.095394308322597,13.123905320087225,1.6513703008716478,4883.312,2.6444123076923076,0.0
B0047,00173.csv,1.2031062978889062,4,3.3900890450634233,2.482088014003299,0.30035894140285996,-0.9526683776410486,0.19913034535695295,-0.9988968847011238,9.009063913586548,13.179418154583676,1.6456090584489398,4663.907,2.7155451612903225,0.0
B0047,00175.csv,1.1897147112197684,4,3.3919885847746993,2.484545959502679,0.30164430571489026,-0.9591403423116251,0.18572622296962701,-0.998023029768851,8.958051495293551,12.742282067813369,1.6507392308955329,4581.328,2.724825657894737,0.0
B0047,00177.csv,1.177422568842014,4,3.3862399608298266,2.481724014979985,0.30428369226838087,-0.9554277687381623,0.1943298107542679,-0.998068559065162,8.972563208541265,13.23162562344335,1.7216413107110107,4553.031,2.712433774834437,0.0
B0047,00179.csv,1.158443027293818,4,3.383817098626054,2.475682459777723,0.3056300178358854,-0.9577201485364993,0.1876484049828698,-1.000419995099013,9.037146843138395,12.857920538298638,1.5942619368730564,4486.5,2.716417508417509,0.0
B0047,00181.csv,1.1567087516841796,4,3.3818846696550433,2.4992087242533025,0.30162610454869104,-0.9573123780210179,0.18865171164480396,-0.9976414843513568,9.009035929017505,12.67528068575023,1.6372055498732205,4450.625,2.719397959183673,0.0
B0045,00185.csv,1.0819793880779518,4,3.3507147228969534,1.990881848788414,0.3839428270015383,-0.6795680439600006,0.4709086225675265,-1.009116495266992,9.485217152757082,15.71039018923076,2.525320309497061,6436.141,1.8649632653061223,0.0
B0045,00189.csv,0.927952404748273,4,3.343710562419324,1.987597263698,0.39584588072596477,-0.6847946624076122,0.4688662501485914,-1.0087426406516653,9.412485833762908,16.327881769438125,2.5879016736230485,5650.265,1.8750372960372959,0.0
B0045,00191.csv,0.885193608411576,4,3.357113032625278,1.9885380767186824,0.40017150075414243,-0.6646163130202214,0.4763092167102513,-1.0090556479293218,9.14441346005273,16.190453016227536,2.6285740140908733,5590.907,1.8219528301886794,0.0
B0045,00193.csv,0.8581010699478283,4,3.358646172572514,1.969241613952096,0.4042030861814464,-0.6509315601298676,0.48076992050578465,-1.007865061542852,9.074180330499932,16.44564599364816,2.733054977738572,5543.61,1.7796634844868735,0.0
B0045,00195.csv,0.8409352213456689,4,3.3660643885240518,1.9830542841988097,0.40071787842244405,-0.6402275004489041,0.483985227324104,-1.0092390728045402,9.063698357219925,16.652821920677077,2.7433309295077666,5499.046,1.7496072289156626,0.0
B0045,00197.csv,0.8245471942901911,4,3.367910347978234,1.980464521626357,0.4031565700221205,-0.6317025380405665,0.4862605528227397,-1.0082097757590034,9.076577071060372,16.626045153527933,2.768643050816186,5461.219,1.7234939172749395,0.0
B0045,00201.csv,0.7935960418803983,4,3.357745333360116,1.9822192378370669,0.40487074153178665,-0.6176226155232352,0.48978886732539484,-1.0081874076413238,9.265023738219778,16.231693733501764,2.7321793751624512,5451.281,1.6710073349633252,0.0
B0045,00205.csv,0.8183676087159205,4,3.3696607473704705,1.9987122390470569,0.40050548320449386,-0.627554191403777,0.48739130422396426,-1.0098943079946223,9.339350112299787,16.185673883928935,2.6933306593759934,5468.062,1.708833740831296,0.0
B0045,00207.csv,0.7977644276409412,4,3.3747312015520436,1.97927314966301,0.40927362988669747,-0.6227956362441027,0.4886004403514843,-1.0088447706775023,9.308634523153344,16.52621032903044,2.7437719498427104,5411.297,1.7001782178217824,0.0
B0045,00209.csv,0.7993777411831636,4,3.381799182114607,1.9640518711887227,0.3988431120171047,-0.6164358149352739,0.4900880896858556,-1.008540571989902,9.254145206672922,15.196414604557985,2.5749428453877,5369.703,1.6876999999999998,0.0
B0045,00211.csv,0.7783107440628891,4,3.385176591409285,1.9965583229383292,0.4023524826613929,-0.6124951744838439,0.4910475561774714,-1.0084157672653469,9.291749311540086,16.354435553014117,2.7303327055248396,5327.406,1.6759570707070703,0.0
B0045,00213.csv,0.7803738231239117,4,3.3813096388474886,1.9676140964966768,0.4011741052704733,-0.6120748119063896,0.4910958019749209,-1.0088566807748427,9.310447961834724,15.57016420519042,2.6226497076527258,5299.266,1.6722035623409668,0.0
B0045,00217.csv,0.7713058245640294,4,3.3490369985986668,1.98770164017674,0.40870663184052225,-0.6158982943710155,0.49022105726068954,-1.0080424431902402,9.29775486780575,16.481904111846188,2.808314641442223,5367.172,1.6546221662468514,0.0
B0045,00221.csv,0.795279016979026,4,3.3694542187312684,1.99572402940065,0.4129355247437175,-0.625377064856349,0.4877759796268495,-1.0087189699625896,9.245632947295453,16.686364651804713,2.811385334191471,5406.812,1.7002180451127817,0.0
B0045,00223.csv,0.7824128169919247,4,3.3771129586319466,1.9723902186884,0.41262650055674255,-0.6180221346577055,0.4896087497095646,-1.010914036070883,9.21860683892004,16.527315358470222,2.767492280504879,5353.094,1.6840761421319796,0.0
B0045,00225.csv,0.7649414992231182,4,3.382104218416538,1.976007577264544,0.4105577819660482,-0.6121745879630046,0.49096772180088016,-1.008249683063318,9.19413015419709,16.325076195754107,2.7423786797911083,5280.031,1.6697525773195874,0.0
B0045,00227.csv,0.7544899426779375,4,3.3859954600090036,1.9786838559411903,0.4096514664032041,-0.6064321892488668,0.49229865653085625,-1.0084247134366529,9.188267060937262,16.18780234880546,2.724738124871398,5248.593,1.6535792207792206,0.0
B0045,00229.csv,0.7504048978314295,4,3.3830345538672018,1.9866467601774969,0.40899509501121806,-0.6063996219926951,0.49243513795509547,-1.007946613751651,9.211910760834266,16.54868871782283,2.7737502166269588,5203.375,1.6519342105263157,0.0
B0045,00233.csv,0.7407258109620256,4,3.37881379914347,1.9915335628511552,0.4065693159509076,-0.6022530715841198,0.49315165917011455,-1.0076971244709267,9.15685740939557,15.893386512216576,2.657410261114709,5166.812,1.629534574468085,0.0
B0045,00235.csv,0.0,4,3.406714657706338,2.942421777794815,0.24244857627400956,-0.9941901888810815,0.10720130260718394,-1.0079890306492827,8.865755104549711,11.62448622814209,1.5725063281726694,2384.094,2.904537142857143,0.0
B0045,00237.csv,0.7308525593793626,4,3.389059266953008,1.9935644864605024,0.42010542441662135,-0.5861859230293525,0.4961015167504016,-1.0082380238297786,9.104538013834128,16.273556126855052,2.792726947484081,5340.281,1.5855515463917524,0.0
B0045,00239.csv,0.7287255851177903,4,3.3783919657677504,1.9937078109097683,0.4128153527940675,-0.6037251705699035,0.49288338074389093,-1.008015294958034,9.196243634400288,16.57769275391533,2.7505213061986753,5103.0,1.6374,0.0
B0045,00241.csv,0.7161023377036263,4,3.3779346242690624,1.984098818516829,0.41639664688433686,-0.6039804007945984,0.49293116450534197,-1.0101830059414636,9.224293881462565,16.451931737613187,2.7441957959898837,5051.172,1.6359726027397261,0.0
B0045,00245.csv,0.7129204834988017,4,3.3727225247575885,1.9818309446595743,0.41304582331215195,-0.6017545658130975,0.49336255206803853,-1.0094830851519123,9.239291915944644,16.660404158556567,2.7506027577612544,5027.563,1.6217961432506887,0.0
B0045,00247.csv,0.7141991829499618,4,3.380735960428841,1.9984963466197727,0.41119485320554605,-0.6038091172028306,0.49294762156630717,-1.009270147494984,9.220514425854448,16.192781213892964,2.7235856490101367,4993.765,1.6401555555555556,0.0
B0045,00249.csv,0.7190570819844222,4,3.3889133424072204,1.9886589228929203,0.3997123145751166,-0.6004829437675547,0.49363174722627573,-1.0108313950708208,9.140591023627803,14.742856005940368,2.5285460074703656,4962.469,1.637201680672269,0.0
B0045,00251.csv,0.7173975428775917,4,3.3855430731736647,1.983664414073366,0.401130862645177,-0.6033075067931543,0.49303353778407133,-1.0080797400452108,9.05273466167465,14.693521549329,2.5536110587553513,4907.859,1.6413380681818182,0.0
B0045,00253.csv,0.7071027496463946,4,3.375688256474184,1.9705703151314151,0.4135213809950964,-0.6065620900458145,0.4922877337593462,-1.008906381541965,9.311519157220646,15.86983818237976,2.6670023191112566,4888.656,1.6444342857142857,0.0
B0045,00257.csv,0.703531206505542,4,3.37794278508875,1.971779249329659,0.404605306623423,-0.601440239072105,0.49335894405240655,-1.0084556602023516,9.167853966731156,14.829662137922766,2.5687414201644696,4866.25,1.6273017241379308,0.0
B0045,00259.csv,0.6941108278958862,4,3.373558298075209,1.9938420365930107,0.41585683144895275,-0.6098007335968902,0.4915016872800436,-1.00994980914745,9.287848514483294,15.906462051621896,2.635125823206239,4836.125,1.6523362318840578,0.0
B0045,00261.csv,0.6914114388869608,4,3.368742642573582,1.9993629637641337,0.41707387811553515,-0.6120661413012833,0.4911212286556692,-1.0082413706235676,9.322184761530549,16.353770501511462,2.6889286440079183,4801.485,1.656140350877193,0.0
B0045,00263.csv,0.6971551798505504,4,3.3718000664169727,1.9932756058141663,0.40707820571231085,-0.6132829070943792,0.49077886948394683,-1.0081786693703223,9.289681276195049,15.076528277493722,2.5758679285561077,4760.938,1.6639497041420117,0.0
B0045,00265.csv,0.6832460217432723,4,3.366360304166582,1.9801057444800891,0.41992554269413757,-0.6139518980958842,0.49066392240823736,-1.0080303326541913,9.365909184464234,16.045850353764667,2.633381456930829,4740.907,1.6599970238095239,0.0
B0045,00269.csv,0.6822029317493292,4,3.342277843498783,1.9944009127947364,0.42282308390345,-0.6004805193877815,0.4935811221420622,-1.0082541248682169,9.328022708662925,16.24823467681854,2.8183367055659145,4914.532,1.5936541786743517,0.0
B0045,00273.csv,0.7289529213213379,4,3.3722684174392836,1.9913126738513705,0.41748944710538666,-0.6129419979147948,0.4909005802848438,-1.0086099504503174,9.373114023056761,15.761879553141288,2.6047006794219807,4998.656,1.6578045325779038,0.0
B0045,00275.csv,0.7139321758287004,4,3.357634548884028,1.9818085465777888,0.4246116730195818,-0.6242152942509949,0.4881625695224866,-1.0089146761829488,9.306835708093752,16.349393593197068,2.739365203913938,4890.015,1.6860666666666666,0.0
B0045,00277.csv,0.6957731747455482,4,3.3697954619483568,1.999993313622792,0.4211715878850021,-0.6139171694764338,0.49076800859306174,-1.011018341220977,9.339526786032339,16.22246271510604,2.6921443641862637,4842.11,1.6624692082111439,0.0
B0045,00279.csv,0.7018312962317095,4,3.3766733742445987,1.97465958029416,0.41112399958350815,-0.6092419901647167,0.4917377119068585,-1.0088132806643768,9.1327535688995,14.780023826016944,2.554542225431795,4798.281,1.6526913946587536,0.0
B0045,00281.csv,0.6911808244378487,4,3.356692310359256,1.978180955008712,0.42480699694262847,-0.6214369612467493,0.48906210255686383,-1.0088474838548318,9.343849839453913,16.357147782799643,2.6895563745058984,4739.188,1.6755783132530122,0.0
B0045,00285.csv,0.6843279752855028,4,3.3716599583869122,1.9845097801200728,0.4144927905681236,-0.6049628311237817,0.49260937466557053,-1.00822558167956,9.257582649630315,15.304013119865168,2.5791013690093845,4733.156,1.6317794561933536,0.0
B0045,00287.csv,0.6741394908812485,4,3.358461612325261,1.9921664972023336,0.42704572239870164,-0.620638817556179,0.4891848552713747,-1.0089040108456189,9.38425161776499,16.298057069520368,2.696112275815186,4670.61,1.6736533742331288,0.0
B0045,00289.csv,0.6670070174301739,4,3.3733153872943236,1.9991203083414104,0.41257068270354974,-0.6013875939812509,0.4933925716263481,-1.008891006761111,9.144982402264807,15.088230300481198,2.5484757803489395,4635.0,1.620455108359133,0.0
B0045,00291.csv,0.6804085117374855,4,3.367632771675607,1.9790832878431532,0.4172287219242889,-0.6146269558442435,0.49051516443029824,-1.0086883164534273,9.26257479341655,15.201775291002932,2.59850822891661,4615.86,1.6616728971962618,0.0
B0045,00293.csv,0.6617864063235485,4,3.363321307304569,1.9986367632788744,0.42293847484699737,-0.6171094630530605,0.49012020332404654,-1.008109937595666,9.40011028670591,15.820509282900383,2.630430736305016,4580.75,1.6652767295597484,0.0
B0045,00297.csv,0.6623168733492338,4,3.346491714827562,1.9713723245890475,0.4228131163487178,-0.6209228615247188,0.48917804370853557,-1.0087699262516547,9.419332811255556,15.58071439830652,2.713147374321353,4557.406,1.659636075949367,0.0
